Trip_Distance,Customer_Since_Months,Life_Style_Index,Customer_Rating,Cancellation_Last_1Month,Var1,Var2,Var3,Surge_Pricing_Type,Type_of_Cab_B,Type_of_Cab_C,Type_of_Cab_D,Type_of_Cab_E,Confidence_Life_Style_Index_B,Confidence_Life_Style_Index_C,Destination_Type_B,Destination_Type_C,Destination_Type_D,Destination_Type_E,Destination_Type_F,Destination_Type_G,Destination_Type_H,Destination_Type_I,Destination_Type_J,Destination_Type_K,Destination_Type_L,Destination_Type_M,Destination_Type_N,Gender_Male
20.34,10.0,2.74395,4.80625,0,96.0,47,72,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46.77,9.0,2.85635,2.13375,0,71.0,47,71,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62.54,8.0,2.90623,1.33,0,61.0,58,79,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
49.18,10.0,2.9318,3.32375,0,73.0,50,76,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
105.85,0.0,2.83226,3.39375,2,41.0,50,70,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42.56,2.0,2.66948,3.005,0,61.0,48,66,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46.98,4.0,2.98091,2.70375,2,61.0,52,76,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81.97,10.0,2.86097,1.82875,1,83.0,56,86,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
62.53,10.0,2.79805,3.9725,0,61.0,57,85,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
16.45,5.0,2.79805,2.755,1,78.0,51,78,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
39.7,10.0,2.78495,3.035,1,79.0,51,82,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21.52,9.0,2.87733,2.75,0,61.0,55,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68.19,10.0,3.03818,0.96,0,61.0,51,79,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.37,10.0,2.758,2.6075,3,61.0,47,88,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.39,9.0,2.39097,2.50375,1,91.0,47,70,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.92,10.0,2.9933,3.82625,0,58.0,47,68,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48.93,4.0,2.69105,2.66875,0,84.0,50,71,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
22.15,6.0,2.31148,0.0025,0,43.0,48,63,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23.18,1.0,2.79805,2.6175,0,91.0,54,81,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25.02,6.0,2.79805,3.475,0,92.0,47,73,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.78,7.0,2.79805,3.24125,1,61.0,45,56,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
107.69,3.0,3.30051,3.06625,1,75.0,62,108,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
18.96,4.0,2.59561,2.39,1,86.0,76,99,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56.15,10.0,2.72318,2.54375,0,111.0,50,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60.05,9.0,2.69862,2.33,1,108.0,53,74,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56.82,1.0,2.70079,2.77625,0,61.0,54,76,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.24,4.0,2.81802,4.10875,1,87.0,50,75,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
28.58,4.0,2.56296,2.26625,2,61.0,50,64,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.78,3.0,2.79231,3.84375,2,61.0,47,59,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32.75,1.0,2.52938,1.72625,1,56.0,61,98,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
11.58,6.0,2.79805,4.05375,1,49.0,48,70,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16.42,4.0,2.95545,2.985,1,76.0,54,77,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
47.24,8.0,2.69999,1.4475,1,67.0,52,92,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.82,3.0,2.79805,3.065,1,61.0,52,69,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
73.51,6.0,2.79805,2.0625,0,42.0,52,69,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
30.78,10.0,2.69912,1.93125,0,88.0,50,76,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12.94,10.0,2.77648,2.1925,0,61.0,46,67,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
65.42,10.0,2.79805,3.09875,0,61.0,47,66,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
19.38,4.0,2.79805,2.48,1,61.0,50,87,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
17.51,8.0,2.87294,3.67,0,39.0,48,87,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.77,10.0,3.08883,2.62375,1,61.0,68,113,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29.28,2.0,2.53694,1.17875,0,97.0,62,98,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
92.63,1.0,3.19329,3.68375,2,49.0,50,83,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
11.19,9.0,2.47776,3.94875,2,78.0,50,69,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
73.32,1.0,3.37014,4.135,1,102.0,52,71,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47.56,3.0,2.70659,1.36,0,61.0,48,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22.51,10.0,2.58557,3.725,2,61.0,48,76,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108.21,0.0,2.79805,2.735,0,61.0,51,87,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22.14,9.0,2.79805,3.16625,3,61.0,50,70,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29.52,6.0,2.66205,3.70125,0,61.0,48,58,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
9.65,10.0,2.7414,2.425,1,61.0,50,61,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47.88,0.0,2.61861,2.605,2,61.0,48,84,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91.44,10.0,2.79922,1.49,0,61.0,47,69,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92.19,10.0,3.27724,4.13875,2,61.0,51,83,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65.98,6.0,3.28247,3.205,1,61.0,57,82,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61.86,10.0,2.89936,2.84875,3,61.0,53,85,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5.41,10.0,2.84908,3.15,1,61.0,45,66,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
15.84,0.0,2.44841,2.245,0,60.0,48,65,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.05,9.0,3.05144,3.23625,0,61.0,50,83,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
81.7,5.0,2.79805,3.605,0,61.0,48,69,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
73.58,1.0,2.74698,2.18,1,61.0,58,77,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
28.74,10.0,2.77123,2.39,0,78.0,52,82,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26.32,10.0,2.90688,3.4825,1,68.0,61,85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31.08,5.0,2.79805,2.80375,2,76.0,46,75,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.13,2.0,2.77988,1.19875,4,41.0,56,111,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93.27,2.0,3.20548,2.31625,0,45.0,52,78,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.13,0.0,2.69311,3.4225,0,59.0,50,65,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25.17,5.0,2.47189,2.975,0,88.0,51,70,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
8.82,1.0,2.83549,1.835,0,60.0,51,79,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24.66,10.0,2.7162,1.7225,0,61.0,51,71,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
14.74,10.0,2.99703,1.6425,0,63.0,56,86,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
65.06,6.0,3.24189,2.54125,3,61.0,64,100,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29.97,8.0,2.77932,3.1625,2,78.0,47,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60.86,9.0,2.53404,2.63,0,61.0,47,61,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.86,3.0,2.95871,3.2375,0,61.0,48,76,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23.58,10.0,2.90267,2.79625,1,54.0,53,76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65.73,10.0,3.30202,3.95875,1,58.0,49,80,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72.89,2.0,2.90159,4.3475,2,61.0,48,60,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27.6,7.0,2.63374,1.60125,1,96.0,53,71,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47.34,2.0,2.68082,3.73125,0,61.0,47,60,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32.14,2.0,2.81827,3.13,1,46.0,55,85,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2.22,2.0,2.66249,1.95625,2,61.0,52,84,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
29.32,10.0,2.62277,4.1425,2,78.0,51,82,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
91.46,10.0,3.2048,2.22875,1,61.0,61,94,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41.83,10.0,2.74486,3.025,0,34.0,55,85,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.71,2.0,3.32411,4.3075,0,59.0,48,88,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
93.32,8.0,2.79805,1.48,3,61.0,48,61,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
43.32,10.0,2.75442,0.89875,1,36.0,55,84,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30.47,2.0,2.70486,4.5775,0,61.0,46,59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108.94,10.0,3.4727,2.26125,0,60.0,50,94,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63.05,2.0,3.08588,4.0675,0,40.0,45,79,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62.36,1.0,2.75583,3.7325,1,76.0,48,73,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30.35,2.0,2.70292,3.6825,2,70.0,50,67,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19.81,10.0,2.5259,1.3075,2,51.0,55,74,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.85,3.0,3.21988,2.47875,0,61.0,51,69,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29.61,0.0,2.79805,2.955,0,61.0,45,56,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30.62,10.0,2.96618,2.71,0,61.0,57,103,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107.24,6.0,3.02694,3.5,0,61.0,51,70,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19.95,1.0,2.8452,2.32125,0,31.0,47,74,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30.43,4.0,2.79805,4.0225,1,61.0,51,78,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
93.34,1.0,2.89874,2.96875,1,61.0,46,76,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92.5,4.0,2.81407,3.60625,1,41.0,51,70,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
59.44,1.0,2.9353,2.015,3,61.0,51,77,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
19.66,7.0,2.7028,2.4825,1,61.0,54,67,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26.08,3.0,2.79805,3.7,0,61.0,50,68,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19.02,0.0,2.42472,2.71125,0,61.0,56,75,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107.69,10.0,3.17619,2.9825,0,61.0,60,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17.77,2.0,2.67373,2.2375,0,61.0,56,76,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28.52,5.0,2.84354,4.04,1,87.0,55,82,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16.83,10.0,2.6455,1.23,0,61.0,55,73,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
19.45,7.0,2.78176,2.4,0,61.0,48,69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13.86,5.0,2.65611,4.19625,3,35.0,45,62,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30.59,1.0,2.55035,3.91125,0,61.0,51,68,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55.24,4.0,3.1442,4.4125,0,61.0,43,59,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82.48,9.0,2.83991,3.90875,3,61.0,54,72,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61.42,2.0,2.79805,4.90875,1,61.0,44,54,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
62.78,3.0,2.70208,3.8,0,61.0,51,68,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.29,8.0,2.8738,3.8325,1,61.0,48,70,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
73.34,5.0,2.8479,3.24125,0,61.0,47,61,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66.75,10.0,2.86874,2.53875,0,79.0,48,80,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9.3,1.0,2.78326,3.5775,3,61.0,45,81,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
34.62,10.0,2.92443,3.4775,0,75.0,50,69,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
45.1,3.0,2.78137,1.60375,1,73.0,50,76,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46.78,10.0,2.91506,2.08625,2,36.0,47,77,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35.23,0.0,2.79805,3.49375,0,61.0,58,85,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56.52,10.0,2.83979,2.57875,0,43.0,54,83,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53.92,3.0,3.22876,4.77125,1,51.0,45,62,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14.91,6.0,2.32476,4.0675,0,61.0,45,64,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85.35,5.0,2.92786,2.63125,0,37.0,50,75,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88.21,10.0,2.79805,2.94,0,78.0,50,81,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23.3,10.0,2.62862,3.4925,2,61.0,53,77,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36.36,1.0,2.73755,3.18375,0,90.0,46,69,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61.09,6.0,2.65585,2.8525,1,54.0,52,74,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30.81,5.0,2.5452,1.8125,0,61.0,46,62,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
61.66,6.0,2.77501,4.6425,4,61.0,50,67,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62.13,10.0,3.17036,3.1925,0,54.0,47,75,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23.43,6.0,2.36695,3.725,1,61.0,45,55,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31.14,7.0,2.84023,2.24875,0,61.0,51,74,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61.44,10.0,3.21276,2.64375,2,61.0,52,79,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.22,6.0,2.98024,2.04,0,94.0,63,102,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3.89,10.0,2.5541,2.47625,0,41.0,56,95,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
40.59,0.0,2.68281,3.5225,0,61.0,47,62,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
50.46,10.0,2.94567,2.145,1,54.0,64,82,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19.99,8.0,2.95287,4.45125,0,33.0,45,63,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106.23,2.0,3.09344,3.76125,4,61.0,50,82,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45.23,5.0,2.82071,2.55,0,61.0,51,65,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30.46,7.0,2.78323,3.89125,0,61.0,56,96,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
29.4,3.0,2.83064,3.03,0,76.0,54,96,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
78.96,9.0,2.76166,1.7375,1,45.0,49,64,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
24.76,10.0,2.95062,3.45125,3,56.0,50,102,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
46.17,10.0,2.79805,1.97375,0,52.0,51,76,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42.28,10.0,2.79805,3.7575,0,61.0,45,56,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
21.51,0.0,3.05358,3.485,1,61.0,49,67,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65.99,7.0,3.01774,3.19625,1,61.0,50,81,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15.63,10.0,2.79805,3.70125,1,61.0,50,80,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
107.42,7.0,3.03172,1.58625,0,61.0,60,95,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
54.84,5.0,2.85953,3.30375,0,36.0,56,73,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
36.45,7.0,2.40487,3.28125,0,61.0,45,70,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44.17,2.0,2.73486,2.70875,0,35.0,49,64,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
43.67,3.0,2.70031,3.68125,1,46.0,57,91,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
55.95,2.0,2.9456,3.59125,0,61.0,51,88,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.89,1.0,2.70689,4.485,3,107.0,45,59,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17.18,9.0,2.746,0.775,0,61.0,48,67,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
44.21,5.0,2.62457,2.57375,2,61.0,50,67,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30.91,10.0,2.79805,1.4475,1,57.0,60,91,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
64.2,2.0,3.21791,3.28125,1,61.0,47,64,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
95.0,9.0,2.79805,2.16125,3,61.0,63,91,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47.25,3.0,3.30111,2.94125,3,61.0,52,76,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
85.25,0.0,3.35612,3.99,0,55.0,50,75,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9.17,7.0,3.04074,3.2275,2,73.0,52,72,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
8.31,1.0,2.79805,1.94125,1,61.0,45,56,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
30.5,0.0,2.95151,4.5425,0,84.0,50,80,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31.32,10.0,2.98108,2.71,0,92.0,50,73,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
55.56,10.0,2.75493,3.44375,2,89.0,49,76,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
19.6,10.0,2.91645,4.7725,0,61.0,45,76,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48.62,10.0,2.69862,1.8925,1,61.0,49,65,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44.11,9.0,2.60161,1.23125,1,61.0,50,93,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44.58,10.0,2.69382,1.40875,2,46.0,49,72,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18.88,2.0,2.62829,1.99625,0,44.0,53,68,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
21.66,0.0,2.37062,2.03125,2,61.0,53,74,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17.05,10.0,2.68642,4.0525,0,61.0,48,59,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
85.5,10.0,2.84339,1.4725,2,61.0,53,71,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
79.18,10.0,2.81008,1.07875,0,103.0,71,110,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
55.31,10.0,2.83887,3.77625,2,87.0,55,76,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93.14,10.0,3.09413,2.81125,1,63.0,62,89,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17.93,3.0,2.80958,3.98625,1,61.0,51,70,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
91.42,10.0,3.07726,3.19,0,44.0,49,81,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18.27,10.0,2.7017,1.9725,1,51.0,56,90,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
42.93,4.0,3.12483,2.94625,0,65.0,53,86,3,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20.74,0.0,3.03926,4.335,0,61.0,55,78,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52.89,10.0,2.72941,4.48625,0,40.0,48,72,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76.84,10.0,2.85715,0.695,1,48.0,55,69,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79.91,8.0,2.83225,1.14625,0,107.0,50,89,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35.45,0.0,3.23162,2.96375,0,61.0,63,92,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.25,2.0,2.70782,1.09375,2,61.0,64,86,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
40.81,2.0,2.87253,1.99,0,61.0,51,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
